Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
10577,0.31,Premium,E,VS1,60.2,58.0,4.38,4.43,2.65,734
19110,1.0,Premium,D,SI1,60.3,59.0,6.44,6.47,3.89,5775
26336,2.21,Premium,H,SI2,59.0,59.0,8.51,8.46,5.01,13872
1818,0.5,Very Good,G,VVS2,61.4,57.0,5.1,5.16,3.15,1813
25947,1.51,Very Good,I,VVS1,62.0,58.0,7.27,7.31,4.52,11512
19240,1.13,Ideal,F,SI1,59.6,57.0,6.83,6.79,4.06,6391
3142,0.6,Ideal,F,VVS2,60.8,57.0,5.44,5.49,3.32,2856
20889,1.14,Premium,H,SI1,62.5,58.0,6.71,6.67,4.18,4948
22973,1.3,Ideal,G,VS1,62.0,55.0,7.02,6.98,4.34,10221
3793,0.9,Premium,D,SI1,61.7,56.0,6.16,6.09,3.78,3568
6252,0.39,Premium,H,SI2,61.2,58.0,4.51,6.02,4.44,468
3914,0.83,Good,F,SI2,63.7,59.0,5.91,5.86,3.75,1968
16370,0.3,Good,H,VS1,63.4,53.0,4.25,4.3,2.71,526
17306,1.28,Premium,G,VS1,60.9,58.0,7.09,7.01,4.29,9505
17100,1.19,Ideal,F,VVS2,61.7,56.0,6.82,6.85,4.22,10436
16393,0.45,Fair,F,VS2,64.2,58.0,4.9,4.75,3.1,1037
25078,1.03,Fair,E,SI2,65.3,59.0,6.3,6.25,4.1,3876
14179,0.62,Premium,E,SI2,61.1,59.0,5.51,5.46,3.35,1579
12540,0.38,Ideal,D,VVS2,61.3,56.0,4.73,4.63,2.87,1257
20902,1.03,Ideal,J,SI1,61.9,56.0,6.45,6.5,4.01,3921
21274,0.71,Premium,F,SI1,61.6,60.0,5.79,5.73,3.55,2381
23540,1.16,Ideal,G,IF,62.0,57.0,6.73,6.7,4.16,10082
20864,0.42,Premium,F,VS2,61.9,58.0,4.8,4.76,2.96,945
24666,1.53,Ideal,G,VVS2,61.2,57.0,7.4,7.44,4.53,15137
15427,1.11,Premium,E,SI2,,58.0,6.61,6.63,4.14,4581
19047,0.33,Ideal,F,VVS1,61.9,55.0,4.44,4.42,2.74,1021
23621,0.74,Premium,E,VS2,62.7,58.0,5.72,5.77,3.6,3285
13367,0.28,Ideal,F,VVS2,61.1,57.0,4.22,4.26,2.59,642
5478,0.57,Ideal,E,VS1,62.1,53.0,5.36,5.41,3.34,1942
11898,0.38,Ideal,D,VVS1,,56.0,4.63,4.66,2.87,1400
4238,1.23,Ideal,H,I1,61.8,56.0,6.91,6.85,4.25,4098
15022,1.08,Ideal,D,VS1,61.1,56.0,6.59,6.63,4.04,9545
15320,0.33,Ideal,I,VVS2,62.7,54.0,4.42,4.45,2.78,579
10788,0.37,Ideal,D,VVS2,60.5,57.0,4.65,4.68,2.82,983
24872,1.3,Fair,H,I1,64.4,57.0,6.93,6.86,4.44,2512
10002,0.54,Ideal,I,VS1,61.9,54.0,5.24,5.29,3.26,1216
15764,1.75,Ideal,J,SI1,63.3,59.0,7.63,7.57,4.81,8840
9286,1.01,Premium,E,VS2,62.2,58.0,6.36,6.41,3.97,6843
1148,1.01,Ideal,I,SI1,62.3,59.0,6.41,6.37,3.98,4518
15825,1.2,Very Good,H,VS1,60.2,57.0,6.88,6.95,4.16,8039
23969,0.36,Ideal,H,VS2,61.0,55.0,4.59,4.62,2.81,587
18094,1.04,Premium,H,SI1,59.5,58.0,6.67,6.58,3.94,4980
21176,0.7,Fair,I,SI1,65.0,56.0,5.6,5.5,3.61,1720
24268,0.41,Premium,H,SI1,62.0,59.0,4.8,4.78,2.97,876
21419,0.7,Very Good,E,SI1,61.3,61.0,5.66,5.7,3.48,2275
10666,0.8,Premium,E,SI2,60.2,57.0,6.05,6.01,3.63,2829
6897,0.31,Ideal,I,VS1,61.9,55.0,4.35,4.38,2.7,503
8561,1.5,Premium,F,VS2,62.4,57.0,7.38,7.29,4.58,13333
10279,0.9,Very Good,I,VS1,62.6,58.0,6.09,6.15,3.83,3844
16609,0.51,Ideal,E,VS2,62.0,56.0,5.15,5.11,3.18,1781
11828,1.09,Ideal,E,SI2,59.4,57.0,6.74,6.65,3.98,3760
24438,0.56,Ideal,F,VVS1,62.1,56.0,5.29,5.3,3.29,2510
11291,0.96,Fair,H,SI2,67.6,63.0,5.99,5.84,4.01,2672
24442,1.1,Ideal,F,VS2,60.7,57.0,6.66,6.7,4.05,8977
17909,0.71,Ideal,I,VVS2,60.7,57.0,5.76,5.8,3.51,3007
9561,0.3,Ideal,D,SI1,62.2,56.0,4.25,4.3,2.66,552
1224,0.3,Good,G,VVS1,63.5,57.0,4.23,4.27,2.7,789
15381,0.92,Premium,E,VS2,61.2,62.0,6.27,6.22,3.82,4600
8921,0.5,Good,E,VVS2,64.8,58.0,4.97,5.0,3.23,1917
26596,0.34,Ideal,F,VS2,61.6,57.0,4.53,4.47,2.77,880
14170,0.28,Very Good,E,VS2,60.4,59.0,4.22,4.26,2.56,487
21182,0.3,Good,E,VVS2,63.0,58.0,4.27,4.34,2.71,622
11616,2.27,Ideal,I,SI2,63.0,54.0,8.36,8.39,5.28,15710
13124,0.41,Premium,E,SI1,61.5,61.0,4.78,4.75,2.93,904
3589,0.5,Fair,G,VS1,65.7,63.0,4.97,4.87,3.23,1257
14240,0.7,Fair,H,SI1,65.5,57.0,5.53,5.59,3.64,2048
10685,1.5,Premium,I,VS1,62.7,59.0,7.25,7.3,4.56,9900
19269,0.35,Ideal,D,SI2,62.4,57.0,4.5,4.47,2.8,625
24818,0.42,Ideal,E,VS2,62.0,55.0,4.82,4.8,2.98,1024
8195,0.78,Very Good,D,VS1,63.2,58.0,5.87,5.81,3.69,3800
16635,0.26,Very Good,F,VVS2,60.0,59.0,4.11,4.15,2.48,597
25640,2.02,Very Good,H,SI1,63.4,60.0,7.96,8.04,5.07,17672
11260,0.32,Ideal,D,VS2,61.7,54.0,4.43,4.38,2.72,972
3939,1.01,Ideal,G,VS2,60.1,55.0,6.53,6.58,3.94,6512
25846,1.0,Premium,F,VS2,62.2,59.0,6.37,6.29,3.94,6328
9747,1.2,Very Good,H,SI2,62.0,58.0,6.73,6.79,4.19,5352
19309,0.34,Good,I,SI1,63.7,54.0,4.43,4.48,2.84,447
26713,0.35,Ideal,F,IF,60.7,57.0,4.6,4.56,2.78,1073
8251,0.71,Premium,F,SI1,61.6,57.0,5.73,5.7,3.52,2381
22120,0.31,Fair,E,VS2,54.2,63.0,4.61,4.51,2.47,814
438,0.3,Ideal,E,SI2,62.1,54.0,4.32,4.35,2.69,401
11876,1.5,Very Good,G,VVS1,63.3,58.0,7.19,7.27,4.58,14842
18729,0.33,Premium,I,VVS2,61.0,59.0,4.44,4.41,2.7,743
13019,1.32,Premium,F,VS2,60.9,59.0,7.12,7.06,4.32,10423
15703,0.7,Very Good,F,SI1,63.5,59.0,5.59,5.65,3.57,2264
16784,0.54,Ideal,I,VS1,61.6,54.0,5.26,5.3,3.25,1216
16333,0.37,Premium,H,SI1,60.4,59.0,4.63,4.58,2.78,666
6738,0.7,Premium,D,SI2,59.5,60.0,5.78,5.73,3.43,2423
16780,0.41,Very Good,D,VS2,62.8,58.0,4.73,4.76,2.98,779
10413,1.01,Ideal,G,VS2,61.8,57.0,6.43,6.41,3.97,6504
25121,2.01,Premium,J,SI1,62.3,59.0,8.03,7.97,4.98,12048
14508,0.41,Good,E,SI1,63.1,57.0,4.73,4.78,3.0,705
3186,1.23,Ideal,J,SI1,62.2,57.0,6.89,6.81,4.26,5407
3326,0.3,Good,G,VVS1,63.3,55.0,4.26,4.3,2.71,789
11310,0.8,Good,G,SI2,62.8,58.0,5.86,5.9,3.69,2363
24661,0.32,Premium,J,VS2,61.9,58.0,4.38,4.35,2.7,504
22225,1.03,Premium,F,SI2,61.4,57.0,6.6,6.53,4.03,4586
21250,0.7,Good,F,SI1,,59.0,5.58,5.64,3.56,1988
15186,1.01,Premium,F,VS2,62.1,60.0,6.36,6.43,3.97,5988
25180,0.51,Very Good,G,VS2,63.4,55.0,5.06,5.03,3.2,1443
25100,0.5,Ideal,E,VS2,60.8,57.0,5.16,5.13,3.13,1768
25597,2.02,Premium,I,VS1,60.5,62.0,8.18,8.15,4.94,14238
14838,0.58,Ideal,G,SI2,62.1,54.0,5.36,5.39,3.34,1213
23254,0.31,Ideal,G,IF,62.6,53.0,4.36,4.39,2.74,891
12486,0.93,Ideal,F,SI2,61.9,57.0,6.21,6.25,3.86,3941
19085,1.52,Ideal,F,SI2,61.8,58.0,7.38,7.4,4.57,10316
6235,0.43,Good,E,SI1,63.1,56.0,4.8,4.83,3.04,739
10108,0.9,Premium,H,SI1,62.0,55.0,6.21,6.17,3.84,3377
10425,0.74,Premium,F,SI1,60.7,59.0,5.85,5.82,3.54,2415
24500,1.87,Premium,I,SI2,60.3,61.0,7.95,7.91,4.78,11105
14551,0.71,Premium,F,VS2,62.6,58.0,5.67,5.7,3.56,2853
2088,1.16,Ideal,G,VS2,62.5,55.0,6.75,6.69,4.2,8061
17238,1.33,Ideal,G,VS1,59.9,57.3,7.16,7.21,4.3,10732
26610,1.51,Premium,G,VS2,61.3,58.0,7.39,7.33,4.51,16091
26343,0.71,Ideal,F,SI2,60.7,57.0,5.78,5.81,3.52,2291
1080,0.4,Good,J,VS2,64.0,57.0,4.67,4.7,3.0,591
8862,0.7,Ideal,I,SI1,61.2,55.0,5.71,5.76,3.51,2343
507,1.5,Premium,D,I1,61.7,62.0,7.28,7.24,4.48,6300
896,0.31,Ideal,E,VS2,61.7,55.0,4.36,4.33,2.68,872
11648,1.5,Good,D,VS2,64.1,54.0,7.17,7.24,4.62,13232
15562,1.02,Good,D,SI1,56.9,62.0,6.64,6.69,3.79,4948
7692,0.28,Ideal,D,VVS2,61.1,55.0,4.23,4.28,2.6,827
4637,0.35,Premium,H,VVS2,62.7,58.0,4.5,4.46,2.81,906
21813,0.34,Ideal,G,IF,61.6,56.0,4.48,4.51,2.77,1014
21488,0.56,Ideal,E,SI1,61.6,56.0,5.29,5.33,3.27,1691
13459,0.41,Premium,E,VVS2,61.8,59.0,4.74,4.78,2.94,1187
8400,1.43,Very Good,H,SI1,61.7,59.0,7.23,7.29,4.48,8654
16773,0.25,Ideal,G,VS1,62.0,54.0,4.06,4.07,2.52,438
6184,0.31,Very Good,H,VS1,63.1,57.0,4.34,4.31,2.73,698
20936,0.41,Ideal,G,IF,62.4,54.0,4.74,4.78,2.97,1367
19284,0.32,Premium,G,VVS1,62.6,58.0,4.41,4.38,2.75,1080
16070,1.02,Very Good,H,VS2,60.6,60.0,6.55,6.48,3.95,5393
23524,0.54,Ideal,H,VVS1,61.2,57.0,5.21,5.25,3.2,1723
26090,0.32,Ideal,G,IF,61.3,56.0,4.4,4.44,2.71,905
17633,0.24,Ideal,G,SI1,62.2,54.0,3.97,4.0,2.48,364
21422,0.31,Ideal,E,VS2,61.8,54.0,4.41,4.36,2.71,872
20124,0.32,Good,E,SI1,63.1,56.0,4.34,4.37,2.75,524
9983,0.71,Very Good,E,VS1,63.3,59.0,5.64,5.68,3.58,3064
22476,0.31,Ideal,G,VVS1,61.9,54.0,4.38,4.41,2.72,789
26032,0.52,Ideal,D,VS2,61.8,56.0,5.17,5.15,3.19,1919
23284,0.73,Ideal,I,VS2,61.9,56.0,5.77,5.8,3.59,2686
17948,0.31,Premium,I,VS1,62.3,59.0,4.29,4.35,2.69,489
17855,0.56,Ideal,E,SI1,61.6,55.0,5.31,5.33,3.28,1649
9293,0.67,Good,F,SI1,60.2,61.0,5.64,5.69,3.41,1897
12446,1.0,Ideal,G,VVS2,60.8,57.0,6.45,6.47,3.93,7744
2176,0.3,Ideal,H,VVS2,61.6,55.0,4.34,4.3,2.66,776
26221,0.7,Very Good,H,SI1,62.8,57.0,5.61,5.66,3.54,2214
957,0.33,Ideal,F,VS2,61.9,57.0,4.4,4.42,2.73,666
10621,1.49,Premium,G,VS1,60.8,62.0,7.41,7.36,4.49,12900
17485,0.31,Ideal,F,VS2,61.9,54.0,4.38,4.35,2.7,802
18116,1.51,Good,I,VVS1,64.0,60.0,7.26,7.21,4.63,9471
1771,0.71,Ideal,H,VVS2,61.7,57.0,5.68,5.73,3.53,3371
16168,1.21,Ideal,I,SI2,60.6,56.0,6.94,6.92,4.2,5184
11533,0.3,Premium,G,VS1,61.8,60.0,4.29,4.32,2.66,605
10355,1.36,Ideal,H,VS2,59.9,57.0,7.2,7.22,4.32,9279
9897,0.53,Ideal,G,VVS1,61.8,56.0,5.19,5.24,3.22,1956
24003,1.28,Very Good,I,SI2,62.6,58.0,6.87,6.89,4.32,5654
6988,0.31,Ideal,E,VS2,61.8,55.0,4.4,4.37,2.71,872
990,1.0,Premium,F,SI1,60.6,62.0,6.43,6.4,3.89,5410
10907,2.36,Ideal,J,VS2,,59.0,8.64,8.69,5.21,17534
8345,0.33,Ideal,D,VS2,61.8,56.0,4.48,4.45,2.76,1002
20307,0.83,Ideal,H,VS2,61.6,55.0,6.04,6.08,3.73,3171
13486,0.32,Premium,E,VS2,60.5,55.0,4.49,4.43,2.7,900
9205,0.7,Premium,G,VS2,61.8,60.0,5.67,5.63,3.49,2479
1544,0.55,Ideal,J,SI1,60.9,57.0,5.24,5.3,3.21,1100
12754,0.38,Ideal,H,VS1,61.1,55.0,4.68,4.72,2.87,721
8673,1.06,Very Good,F,SI2,60.0,59.0,6.6,6.63,3.97,4224
1688,0.43,Ideal,I,VS2,61.9,54.0,4.87,4.88,3.02,716
22295,0.92,Premium,H,VS1,61.0,62.0,6.32,6.26,3.84,4155
14603,1.07,Ideal,G,SI1,62.1,57.0,6.59,6.52,4.07,5232
16044,0.54,Ideal,H,VVS1,61.1,57.0,5.22,5.26,3.2,1846
18188,1.5,Premium,F,VS2,,59.0,7.37,7.35,4.5,11255
7731,0.32,Ideal,E,VVS1,61.6,56.0,4.42,4.41,2.72,1020
213,1.19,Ideal,G,VVS2,60.8,59.0,6.84,6.81,4.15,9524
19141,1.08,Ideal,F,I1,61.8,56.0,6.64,6.62,4.1,3168
18916,0.5,Premium,G,VS2,60.2,60.0,5.21,5.15,3.12,1415
8161,0.51,Ideal,I,SI2,60.8,56.0,5.14,5.26,3.16,1051
7962,0.26,Very Good,E,VVS1,61.8,59.0,4.11,4.14,2.55,539
16004,0.7,Good,G,SI1,64.6,59.0,5.49,5.54,3.56,2137
25385,0.82,Very Good,G,SI2,63.4,55.0,5.96,5.93,3.77,2232
8364,1.16,Fair,G,SI1,65.9,55.0,6.54,6.51,4.3,4612
23775,0.72,Very Good,I,VS1,63.7,57.0,5.66,5.7,3.62,2441
9655,1.06,Premium,D,SI1,61.1,59.0,6.63,6.56,4.03,6352
3870,0.71,Ideal,E,VS2,61.8,57.0,5.69,5.74,3.53,3301
15925,0.32,Premium,H,VVS2,60.2,60.0,4.48,4.45,2.69,828
11257,1.7,Premium,D,SI1,61.9,59.0,7.61,7.64,4.72,15100
955,0.45,Ideal,I,VS1,61.9,54.0,4.95,4.97,3.07,825
455,0.93,Premium,G,VS1,62.1,59.0,6.21,6.16,3.84,4793
15955,0.56,Ideal,I,SI1,61.3,56.0,5.28,5.31,3.25,1343
19894,0.7,Good,D,VS2,57.7,60.0,5.83,5.86,3.37,3082
159,0.51,Ideal,E,SI1,62.4,55.0,5.14,5.09,3.19,1443
17629,1.0,Fair,D,SI2,65.0,56.0,6.27,6.23,4.06,3965
14438,0.57,Good,D,SI2,63.8,57.0,5.24,5.26,3.35,1262
4406,0.93,Ideal,H,VS1,62.7,54.0,6.25,6.2,3.9,4265
4555,1.51,Fair,I,SI1,68.3,57.0,6.95,6.87,4.72,8355
3681,1.21,Premium,H,SI2,60.6,56.0,6.92,6.84,4.17,5140
5831,0.95,Good,E,VS2,57.7,58.0,6.47,6.52,3.75,5272
4272,1.7,Ideal,G,VVS1,61.0,56.0,7.67,7.62,4.66,18445
22661,0.56,Fair,E,VS2,64.7,60.0,5.13,5.14,3.32,1737
11093,1.01,Premium,F,SI2,62.2,59.0,6.41,6.38,3.98,5096
25602,0.7,Premium,G,VS2,61.3,58.0,5.74,5.68,3.5,2596
22404,1.3,Ideal,G,VVS2,62.0,57.0,6.96,7.03,4.34,11073
15938,0.51,Premium,G,SI2,58.6,59.0,5.3,5.25,3.09,1026
17653,0.41,Ideal,F,IF,62.3,55.0,4.78,4.82,2.99,1439
26312,0.34,Good,D,VVS1,57.4,62.0,4.67,4.71,2.69,957
11942,1.7,Ideal,H,SI2,61.9,59.0,7.59,7.67,4.72,9864
8089,0.9,Good,D,SI2,60.3,64.0,6.1,6.14,3.69,3534
22992,0.7,Very Good,E,VS2,61.4,57.0,5.7,5.73,3.51,2553
10201,0.41,Ideal,F,VS2,62.3,57.0,4.78,4.75,2.97,1107
17142,0.71,Very Good,I,SI2,61.9,54.0,5.67,5.74,3.53,1902
13002,0.3,Premium,G,VVS2,62.0,60.0,4.25,4.33,2.66,684
25124,1.22,Premium,I,VS1,62.6,57.4,6.76,6.8,4.24,6763
4627,0.7,Premium,E,SI1,59.1,62.0,5.8,5.74,3.41,2592
2521,0.73,Premium,F,SI1,60.6,59.0,5.81,5.77,3.51,2190
19123,1.0,Premium,D,SI1,61.5,60.0,6.34,6.38,3.91,5390
25019,0.33,Very Good,E,IF,61.8,55.0,4.47,4.52,2.78,957
26823,0.33,Ideal,F,VVS1,61.8,55.0,4.44,4.46,2.75,1141
16974,0.51,Ideal,F,VS1,61.9,56.0,5.11,5.17,3.18,1744
1215,0.73,Ideal,G,SI1,62.5,55.0,5.78,5.74,3.6,2351
11014,0.51,Very Good,E,VS2,62.8,56.0,5.11,5.14,3.22,1612
10725,0.4,Premium,D,SI2,61.7,58.0,4.69,4.74,2.91,666
26620,1.11,Ideal,I,VS2,61.7,55.0,6.66,6.69,4.12,5506
23066,2.0,Premium,J,VS1,62.0,62.0,8.02,7.91,4.94,11793
20649,0.51,Very Good,D,VS2,63.2,60.0,5.04,5.06,3.19,1633
25438,0.43,Premium,G,VVS1,61.3,57.0,4.87,4.85,2.98,1264
855,1.79,Ideal,J,VS2,61.8,56.0,7.74,7.85,4.82,10658
173,0.32,Very Good,F,VS2,61.4,58.0,4.37,4.42,2.7,556
13413,0.31,Ideal,F,VVS1,62.4,55.0,4.33,4.36,2.71,828
16951,1.01,Good,G,VS2,60.3,57.0,6.46,6.51,3.91,5655
24578,1.52,Premium,E,SI1,62.5,59.0,7.26,7.33,4.56,12305
12322,0.71,Premium,F,SI1,60.9,59.0,5.74,5.69,3.48,2198
11131,1.0,Premium,D,SI1,60.3,60.0,6.31,6.26,3.79,5645
19553,0.35,Very Good,H,SI1,61.0,62.0,4.52,4.56,2.77,491
14280,1.0,Ideal,E,I1,61.8,56.0,6.43,6.38,3.96,3584
168,1.0,Good,D,VS1,64.0,58.0,6.27,6.21,3.99,6250
13765,0.23,Ideal,E,VS2,62.6,57.0,3.88,3.92,2.44,423
17036,0.44,Ideal,E,VS2,61.5,56.0,4.9,4.92,3.02,1003
24792,0.54,Premium,G,SI2,61.4,59.0,5.21,5.24,3.21,1090
10494,0.3,Ideal,G,VS1,62.3,56.0,4.32,4.29,2.68,776
16922,0.72,Ideal,G,VVS2,61.9,57.0,5.72,5.75,3.55,3849
9645,1.51,Premium,G,SI1,62.2,58.0,7.3,7.26,4.53,10688
19679,0.33,Premium,H,VS2,62.3,58.0,4.38,4.41,2.74,521
3740,0.32,Ideal,H,VVS1,62.2,56.0,4.38,4.37,2.72,936
16755,0.7,Very Good,E,SI2,61.1,62.0,5.68,5.72,3.48,2230
15969,0.4,Very Good,J,SI1,58.9,59.0,4.84,4.87,2.86,603
2683,0.5,Ideal,E,SI1,61.6,57.0,5.08,5.11,3.14,1337
8167,0.3,Ideal,G,VS1,62.2,55.0,4.28,4.31,2.67,624
19016,0.51,Premium,F,VS1,60.3,57.0,5.22,5.2,3.14,1799
20533,0.78,Premium,F,SI2,60.6,57.0,5.98,5.94,3.61,2340
3106,0.71,Very Good,I,VVS1,63.0,58.0,5.68,5.72,3.59,2456
21440,0.31,Very Good,H,SI1,62.4,60.0,4.32,4.34,2.7,446
15532,0.58,Ideal,E,SI2,62.8,56.0,5.3,5.37,3.35,1346
2529,0.31,Good,D,SI2,63.7,55.0,4.35,4.32,2.76,593
25471,0.4,Premium,E,VS1,60.3,58.0,4.8,4.82,2.9,1053
20141,0.3,Ideal,E,VVS2,60.2,57.0,4.4,4.37,2.64,1013
6847,1.05,Ideal,F,SI2,60.3,55.0,6.55,6.68,3.99,4987
4213,0.37,Very Good,G,VS1,63.1,56.0,4.59,4.57,2.89,957
12650,1.5,Ideal,F,VVS2,63.1,57.0,7.32,7.23,4.59,18159
9028,0.34,Very Good,G,VS1,62.2,55.0,4.48,4.52,2.8,640
23547,1.67,Very Good,H,SI1,59.4,61.0,7.73,7.78,4.61,11146
12103,0.71,Premium,E,SI1,62.2,58.0,5.74,5.67,3.55,2743
18345,1.22,Ideal,G,SI2,62.9,56.0,6.86,6.78,4.29,5436
21443,0.4,Ideal,E,VVS2,62.1,55.0,4.74,4.76,2.95,1158
16187,1.52,Premium,D,SI1,60.8,61.0,7.39,7.26,4.45,11220
2901,0.37,Premium,I,VS1,,59.0,4.61,4.55,2.81,749
12982,1.2,Fair,F,I1,,56.0,6.65,6.58,4.35,2622
7048,0.3,Ideal,F,IF,61.7,58.0,4.3,4.32,2.66,886
26182,0.7,Very Good,D,SI1,61.8,55.0,5.73,5.76,3.55,2726
10916,1.2,Ideal,G,VS1,62.3,56.0,6.77,6.82,4.23,8442
14945,0.43,Premium,F,VS2,61.3,59.0,4.84,4.81,2.96,968
7308,0.4,Very Good,E,VS2,60.4,63.0,4.68,4.72,2.84,791
20652,0.3,Premium,F,VS1,61.0,58.0,4.33,4.36,2.65,570
12827,0.73,Ideal,D,VVS2,61.3,56.0,5.79,5.82,3.56,4372
7407,0.51,Good,E,SI1,64.3,55.0,5.12,5.05,3.27,1624
1912,0.37,Premium,D,VVS2,61.0,60.0,4.64,4.61,2.82,1145
1628,0.29,Ideal,G,VVS1,62.3,55.0,4.25,4.29,2.66,607
15497,0.8,Good,E,VS2,63.4,56.0,5.88,5.92,3.74,3273
5422,0.7,Very Good,E,SI1,59.1,63.0,5.89,5.81,3.46,2184
22115,0.34,Very Good,H,VS2,62.4,60.0,4.41,4.44,2.76,537
881,0.42,Premium,H,VVS1,62.0,58.0,4.79,4.82,2.98,1068
9277,0.34,Ideal,D,VS2,62.4,53.0,4.49,4.52,2.81,805
19999,1.07,Ideal,E,SI2,62.5,57.0,6.56,6.5,4.08,6060
15052,1.75,Ideal,G,VS2,62.1,57.0,7.73,7.69,4.79,16803
17690,0.44,Ideal,I,VVS1,60.9,56.0,4.9,4.96,3.0,1145
84,0.9,Very Good,D,SI2,63.5,58.0,6.08,6.17,3.89,3918
16051,0.4,Very Good,F,SI1,62.1,57.0,4.65,4.69,2.9,687
6981,0.73,Very Good,D,VS1,61.1,59.0,5.79,5.86,3.56,4116
5708,0.91,Very Good,G,SI2,62.8,59.0,6.09,6.14,3.84,3006
21645,0.31,Premium,D,SI2,62.7,59.0,4.35,4.3,2.71,593
15434,1.0,Very Good,H,SI1,62.3,60.0,6.34,6.38,3.96,4702
26137,0.36,Ideal,D,VS2,62.5,55.0,4.55,4.57,2.85,773
11851,0.7,Very Good,F,VS2,61.7,63.0,5.61,5.64,3.47,2737
4439,0.56,Ideal,I,VVS1,62.0,57.0,5.29,5.33,3.29,1580
1887,0.45,Very Good,E,VS2,61.8,58.0,4.9,4.94,3.04,1129
23144,1.0,Premium,J,VS1,62.8,57.0,6.39,6.35,4.0,4144
23173,0.91,Premium,H,VS1,61.8,54.0,6.32,6.27,3.89,4670
5284,0.32,Ideal,D,VVS2,62.1,54.0,4.4,4.4,2.74,858
19949,1.11,Ideal,H,VS2,64.0,58.0,6.52,6.46,4.16,5632
7341,0.77,Premium,F,VS1,62.1,60.0,5.82,5.77,3.6,3343
11387,0.7,Very Good,I,VVS1,62.9,58.0,5.65,5.67,3.56,2513
25362,0.33,Premium,D,VS2,61.1,56.0,4.54,4.5,2.76,1069
8421,0.51,Ideal,G,VVS2,62.0,57.0,5.13,5.1,3.17,1842
26278,0.71,Very Good,D,SI1,63.1,56.0,5.73,5.68,3.6,2743
18062,0.42,Ideal,E,SI1,62.6,57.0,4.84,4.81,3.02,992
23132,0.8,Ideal,E,SI1,61.9,55.0,5.94,5.98,3.69,4125
10438,0.91,Very Good,H,VS2,59.9,62.0,6.26,6.33,3.77,4201
1702,1.59,Premium,G,SI1,62.1,58.0,7.45,7.43,4.62,10996
13609,0.7,Very Good,H,SI2,63.4,55.0,5.59,5.64,3.56,2094
14059,0.75,Ideal,E,SI2,61.7,55.0,5.9,5.86,3.63,2609
21085,0.3,Premium,D,SI1,62.2,58.0,4.31,4.28,2.67,709
11091,1.01,Very Good,I,SI1,61.2,59.0,6.34,6.44,3.92,4243
15717,0.7,Premium,G,VS2,62.1,60.0,5.71,5.65,3.53,2314
24669,0.43,Ideal,J,VS1,61.7,58.0,4.8,4.84,2.98,703
8559,0.29,Very Good,G,VVS1,62.0,58.0,4.19,4.23,2.61,522
16255,0.52,Ideal,G,VVS2,62.4,55.0,5.19,5.17,3.23,2012
9496,1.58,Ideal,J,SI1,61.6,56.0,7.53,7.5,4.63,7592
17173,1.01,Premium,G,VVS2,61.2,59.0,6.42,6.36,3.91,7068
14300,0.3,Ideal,E,VS2,62.1,56.0,4.31,4.25,2.66,844
22843,1.0,Premium,G,SI1,60.8,58.0,6.48,6.45,3.93,4816
82,0.4,Ideal,H,VVS2,61.4,55.7,4.72,4.77,2.92,905
11159,0.38,Very Good,D,VS1,59.5,61.0,4.66,4.69,2.78,921
9334,1.51,Good,E,SI1,63.6,56.0,7.34,7.23,4.63,12490
13021,1.5,Premium,H,SI1,59.2,62.0,7.55,7.49,4.45,9576
5843,0.39,Very Good,E,VVS2,59.5,58.0,4.74,4.77,2.83,1054
9693,0.9,Very Good,G,VS2,58.8,61.0,6.28,6.3,3.7,4400
8560,0.41,Ideal,I,VS2,61.5,55.0,4.79,4.83,2.96,683
19643,1.24,Very Good,J,I1,61.9,55.0,6.85,6.92,4.26,2940
21458,0.5,Good,H,VVS2,61.9,64.3,5.01,5.03,3.11,1362
22057,0.33,Very Good,G,VS2,59.4,61.0,4.49,4.53,2.68,579
22241,1.09,Good,D,IF,58.7,61.0,6.75,6.85,3.99,16406
947,0.33,Premium,E,VS2,61.5,59.0,4.42,4.46,2.73,723
20517,1.57,Ideal,H,SI1,60.5,57.0,7.6,7.57,4.59,10521
19433,1.07,Very Good,G,VS1,60.9,55.0,6.6,6.64,4.03,6998
460,2.48,Ideal,I,SI2,62.3,57.0,8.64,8.58,5.36,12883
19440,0.41,Ideal,J,VS1,62.1,56.0,4.75,4.79,2.96,647
8949,0.41,Good,D,SI1,63.1,59.0,4.7,4.71,2.97,791
18698,2.02,Premium,J,VS2,62.0,59.0,8.06,8.08,5.0,13687
1977,0.72,Premium,I,SI1,61.5,59.0,5.73,5.78,3.54,2148
20697,0.92,Very Good,D,SI2,61.6,58.0,6.19,6.22,3.82,4327
22982,0.9,Good,G,SI1,57.7,65.0,6.25,6.29,3.62,3669
1629,0.3,Very Good,F,VS1,61.5,56.0,4.31,4.34,2.66,654
5126,1.15,Ideal,I,SI1,62.3,57.0,6.74,6.67,4.18,4925
15227,0.52,Premium,F,VS2,62.2,58.0,5.17,5.12,3.2,1720
22229,0.33,Ideal,D,VS2,,55.0,4.5,4.52,2.72,667
24144,1.2,Premium,E,VS1,60.7,57.0,6.89,6.81,4.16,10053
21795,0.42,Premium,E,SI1,61.6,59.0,4.83,4.85,2.98,773
12389,0.54,Ideal,E,VS1,62.0,56.0,5.25,5.17,3.23,2041
